"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0008154","GO:0008154","actin polymerization or depolymerization",184,0.502137054262764,2.17437217005542,1e-10,7.15402298850575e-10,1.65275257108288e-10,7366,"tags=53%, list=31%, signal=37%","BAIAP2L1/CCL26/SCIN/TENM1/WAS/CAPG/ARHGAP6/ELN/LIMA1/TTC17/CYFIP2/NCKAP1/ARFGEF1/PFN2/SPTB/GBA2/NCK2/WDR1/ADD2/DLG1/PAK3/ACTN2/CAPZB/CARMIL1/SSH1/CTTN/ADD1/ARHGAP28/PLEKHG2/JAK2/ABL1/WASHC2C/SPECC1L/SH3BP1/TRIOBP/ASB2/HCK/CORO1A/COTL1/PYCARD/PIK3R2/MTPN/COBL/CCL24/WASL/KANK1/CXCL12/CSF3/PFN1/PPP1R9B/CRACD/ARPC3/WASF1/SEMA5A/SPTBN1/WIPF1/PLEK/CAPZA1/ABITRAM/WASHC3/PTK2B/GHSR/PIK3CA/NCKAP1L/PREX1/ARHGAP40/VASP/MKKS/DSTN/CCR7/VIL1/CDC42EP1/BAIAP2L2/TMOD2/SNX9/HIP1R/LATS1/DIAPH1/KANK4/WASF3/SWAP70/MICAL2/AVIL/MICAL1/VILL/RAC1/BIN1/ABI1/TMOD1/ARPC5L/CCL21/FHDC1/FCHSD2/RDX/SPTBN5/ABI2/TMOD3"
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition",175,0.502992536359752,2.17331698193449,1e-10,7.15402298850575e-10,1.65275257108288e-10,7203,"tags=50%, list=30%, signal=35%","KMT2E/PAF1/PKD1/DPF1/BID/MNAT1/FHL1/MYO16/ARID1B/ATP2B4/SMARCD1/RASSF1/FGF10/TCF3/TP63/SMARCE1/ACTB/DLG1/ACTL6B/JADE1/SMARCA2/RBL1/SMARCD3/PSME1/CDC6/WAC/BCL7C/SMARCB1/SUSD2/FBXO7/PSME2/E2F1/FAM83D/RGCC/FBXO31/RBL2/CCNE1/EZH2/BCL7B/SMARCD2/CCL2/FBXW7/CCND1/AMBRA1/BCL7A/GLI1/CDKN1B/PTPN6/CCND3/PPP2CA/EIF4G1/ACVR1/ID2/ARID1A/RPA2/KIF14/PKD2/CCND2/CPSF3/TBX2/INHBA/ECD/CDKN2C/CDK2/STIL/BTN2A2/CDKN1A/SMARCA4/INO80/CDKN2D/PHF10/KCNA5/PSME3/ANKRD17/DPF2/CDK7/CDC73/CCNH/APC/ANXA1/MDM2/APPL2/GPNMB/ACTL6A/KLF4/TMEM14B/RDX"
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus",191,0.499374011832002,2.17319905252045,1e-10,7.15402298850575e-10,1.65275257108288e-10,4493,"tags=33%, list=19%, signal=27%","CYP26B1/NOS2/FMO1/ABCC2/CYP46A1/KCNQ1/KCNH2/PPP1R12A/ACAA1/AHRR/GSTO2/PDE4A/ACSM2B/ABCC9/RORA/TFRC/CYP2W1/ABCB11/FMO4/EDN1/MEF2C/GSTP1/SLCO1A2/CAD/ABCB1/RBM22/SMOX/RBBP9/NOS1/FMO2/CYP26A1/CRKL/PPM1F/SOX10/CYP2D6/SLC10A1/HNF4A/E2F1/CYB5B/ABCC1/SULT2A1/PON3/CYP3A5/AHR/SUFU/CYP2C18/RECQL5/ALDH3A1/ASIC2/PPP1R9B/ABCC3/EFTUD2/AIP/CD69/ALDH2/SLCO1B3/GPLD1/SLC29A1/BCHE/ABCC5/AADAC/NFE2L2/CRYZ"
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity",200,0.494326411116035,2.17239769564521,1e-10,7.15402298850575e-10,1.65275257108288e-10,6766,"tags=47%, list=28%, signal=34%","BTK/HFE/UFL1/WAS/TNFRSF1B/PARP3/FOXP3/TP53BP1/PRKCZ/TFRC/FCGR2B/PVR/TBX21/MLH1/PIK3C3/CEACAM1/STX7/RIF1/PTPRC/P2RX7/LAG3/MSH2/TREM2/IL12RB1/KLHL22/CD40/SMAD7/MAPK3/FCER2/IL4I1/LILRB1/IL27RA/CLC/TGFB1/AHR/EXOSC3/GATA3/PPP3CB/SUPT6H/IL2/CLNK/NSD2/CRTAM/KMT5B/HPX/CD81/IL23A/IFNG/USP5/PTPN6/KLRB1/ULBP1/DUSP22/IL12B/IL4/BCL6/IL1R1/IL18R1/IL18RAP/MAD2L2/SLAMF1/CD160/CR2/CD46/TNFSF4/ARG1/CD274/CD80/CCR2/SASH3/SHLD2/PMS2/NCKAP1L/C4BPA/C4BPB/IL1B/C3/STAT5A/ZBTB1/TRAF2/RIPK3/FOXJ1/NECTIN2/TRPM4/ULBP2/ULBP3/NDFIP1/PRKAA1/KMT5C/RSAD2/KLRD1/KLRC1/HAVCR2/MAP3K7"
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation",204,0.490065654500327,2.16641088841312,1e-10,7.15402298850575e-10,1.65275257108288e-10,5815,"tags=42%, list=24%, signal=32%","BAD/CFLAR/DLX6/CCL26/BTK/EXTL3/IGF1/GRN/FLT4/CYBA/PTPRN/MTA3/CDH3/ERBB3/FGFR2/FGF10/CDC42/TP63/MYDGF/PAX2/SIRT6/FGFR1/B4GALT1/LAMB1/TGM1/HDAC6/SIRT1/NRP1/XBP1/HMOX1/PDGFB/HIF1A/PPP1R16B/FGF9/ESRP2/EYA1/PRKD2/TGFB1/HPN/DLX5/PTN/CAV2/WNT2/CCL24/TGFBR1/CXCL12/BMPR1A/ODAM/AREG/CCND1/MDK/ST8SIA1/IL17A/BMP5/VEGFA/SEMA5A/THBS4/FGF1/WNT5A/WDR48/ITGA4/RTN4/TACR1/PDCL3/AKT3/KDM5B/F3/PROX1/NRP2/TNFAIP3/NR4A3/TEK/GHSR/NR4A1/PLCG1/SRSF6/RREB1/RUNX2/BMP4/SOX9/MED1/STAT5A/KDR/FOXP2/SMO"
"GO:0044092","GO:0044092","negative regulation of molecular function",305,0.468715978729262,2.16558833959998,1e-10,7.15402298850575e-10,1.65275257108288e-10,7165,"tags=45%, list=30%, signal=32%","APBA3/LTF/MVP/DDX11/GPRC5A/UFL1/SERPINB1/TIMP2/RIPOR1/GOPC/RSF1/FOXP3/KCNQ1/SERPINB3/PPP1R12A/WAPL/GNAI3/ARFGEF1/ROCK1/BCL3/GNB5/CAMK2A/XRCC1/TSG101/CEACAM1/PSEN1/PTPRC/GSK3B/CYLD/GCKR/DNAJA1/TMED2/BAX/MT3/RTRAF/AURKA/TFAP4/FETUB/ESR1/BTAF1/SIRT1/ABL1/CBARP/VCPKMT/GSKIP/NFKBIA/PTK6/CDK5RAP1/E2F1/EPPIN/CACNA1F/FMR1/TIMP1/GLA/NDFIP2/ACOD1/SETD6/PYCARD/URI1/CACTIN/RASIP1/GSK3A/RASA4/MET/MAPK8/CDK5RAP3/HIPK3/CORO1C/CDKN1B/CAND1/GAPDH/RIPOR2/FBXO5/STK38/EPM2A/ERBIN/GNAT1/GNAI2/NPRL2/ITGA4/ID2/SUMO1/ERRFI1/MAD2L2/GADD45A/ID3/STMN1/TNNT2/ITGB1BP1/CNRIP1/DUSP1/RNF2/MAPK8IP1/CCR2/TMIGD3/RWDD3/RAMP3/SLPI/CDKN1A/GTF2F1/SYMPK/RBCK1/ID1/PRDX5/ZFP36/SMO/EIF2AK4/SNX6/CDKN1C/TNNI3/SH3BP4/CEP85/MAP3K10/ATP5IF1/LATS1/TRAF3/VPS25/NDFIP1/NR0B2/TRIM21/NES/MEN1/CAMK1/PTPN22/APC/UBQLN1/HAVCR2/AGT/DNAJB2/TMBIM1/USP44/LRCH1/EDNRB/IL10/DAB2IP/GABBR2/PIM1/ARRB1"
"GO:0048515","GO:0048515","spermatid differentiation",216,0.488179028071207,2.16510603962631,1e-10,7.15402298850575e-10,1.65275257108288e-10,8254,"tags=56%, list=35%, signal=37%","CFTR/PAFAH1B1/MAMLD1/TBPL1/NSUN2/SOX30/ZPBP/YTHDC2/PITHD1/ROPN1/ZMYND12/PSME4/TRIP13/PRKACA/AFF4/EIF4G3/SPAG6/VDAC3/SMARCA2/MAST2/BAX/RFX2/DYNLL1/CFAP61/SLC26A3/DLD/SRPK1/PLA2G3/DMC1/SBF1/TTLL1/CEP128/CCNB1IP1/REC8/FNDC3A/OCA2/KLC3/RSPH6A/CFAP69/IFT56/CHN2/AGFG2/SUFU/NEURL1/SEPTIN4/DDX25/DDX6/GLI1/ACRBP/RNF8/CCR6/PACRG/QKI/NME5/FXR1/DRC9/ROPN1B/DNAH1/PCSK4/KDM3A/DCAF17/CHD5/CCDC181/ADGB/PMFBP1/ARMC2/UBE2B/BBOF1/TTLL5/SLIRP/CFAP58/EPC1/PAEP/IFT81/TCP11/BBS2/PIWIL1/PANK2/MKKS/TBC1D20/HSPA2/SPINK2/CCDC136/NECTIN2/STK33/IQCN/CCDC62/RAN/H3-3B/VPS13B/RNF17/HOOK1/DZIP1/CCDC146/GARIN1B/BRIP1/KNL1/BRDT/MNS1/POC1B/SYCP3/TARBP2/DHH/TSSK4/BBS4/ABHD2/ADAD2/LRRC46/ZMYND15/CEP131/TPGS1/DMRTC2/KIAA0319L/ADCY10/NUP210L/VPS54/NPHP1/SPAG16/RHBDD1/SLC22A14/TMF1"
"GO:0009615","GO:0009615","response to virus",416,0.451884057724249,2.16368851424795,1e-10,7.15402298850575e-10,1.65275257108288e-10,7438,"tags=50%, list=31%, signal=35%","FGR/MAP3K14/RNF216/POLR3B/UFL1/ZMYND11/RB1CC1/IFNGR1/POU2F2/FOXP3/CUL1/EIF2AK2/TRAF3IP2/ATG5/POLR3E/TSPAN32/HYAL2/BCL3/ABCC9/PLA2G10/TBX21/GLI2/NCBP3/ENO1/NT5C2/EXOSC5/ITCH/DDX1/MID2/HSP90AA1/PTPRC/OPRK1/ZMPSTE24/APOB/AGBL5/ATG16L1/BAX/MAVS/OAS1/IRAK3/MUL1/EXOC1/NLRP1/UNC13D/JAK2/IL12RB1/MARCHF2/DDX17/APOBEC3H/POLR3H/HIF1A/CD40/SAMHD1/RIOK3/TLR8/FMR1/PIM2/PQBP1/DNAJC3/ACOD1/CCL22/PYCARD/TRIM35/UBE2W/IKBKB/BNIP3L/CD37/YJU2B/LILRB1/URI1/HNRNPUL1/TGFB1/TYK2/CARD8/ZNF175/CDK6/ITGB8/GSDME/ZC3HAV1/HSPB1/AP1S1/PSMA2/RHEB/RIGI/GATA3/CXCL12/ACTA2/GBF1/C1QBP/CCL8/DHX58/NFKB1/DHX15/DTX4/UNC93B1/POU2AF1/IL23A/OAS3/OAS2/IFNG/HCFC2/AICDA/MAPK14/TRIM38/IL12B/POLR3G/SELENOK/RNF7/HES1/HYAL1/ITGB6/IFIH1/AUP1/STAT1/CHMP3/ODC1/ATF2/CD207/IVNS1ABP/LGALS8/UAP1/GBP3/GBP1/CR2/TNFSF4/STMN1/TNFAIP3/VAMP8/CCDC92/TRIM32/NPC2/IFIT3/IFIT2/GPAM/CLU/AKAP1/TRIM25/TRIM6/KCNJ8/CXCR4/NT5C3A/NDUFAF4/NMI/BATF3/VAPB/ZNFX1/ZBP1/IRF1/IL1B/GTF2F1/GPR108/IRF3/BECN1/IFI6/ATG14/TICAM1/FGL2/APOBEC3A/APOBEC3F/IRF5/WDFY4/EIF2AK4/ILF3/RIPK3/RAB2B/BST2/TRIM28/SHFL/TRAF3/TRIM21/TRIM5/TRIM22/EIF5A/POLR3F/SERINC3/DCLK1/TPT1/LAMTOR5/RSAD2/OASL/NMBR/RNASEL/DHX9/USP44/IL6/DDX56/RTP4/TANK/USP20/NCBP1/IL33/IFNA21/TLR2/CREBZF/DDX60/CASP1/IFI44L/IFI44/PPM1B/SENP7/PARP9/UBL7/HERC5/IL21/CXCL9/RNF185"
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction",213,0.485554718720186,2.16348523186493,1e-10,7.15402298850575e-10,1.65275257108288e-10,6421,"tags=44%, list=27%, signal=32%","FUCA2/PGLYRP1/CD4/LTF/CD74/KPNA6/SERPINB3/HYAL2/TFRC/PVR/SCARB1/GSDMB/TSG101/RAB7A/FBLN1/ITCH/ITGB5/CHMP2B/EPS15/CHMP5/SIGLEC1/ICAM1/CD209/TYRO3/HSP90AB1/NRP1/LGALS1/APOL1/MYH9/CTSG/SLC10A1/CHMP4B/VAPA/FMR1/HTR2A/KPNA3/VPS18/CLEC4M/SLC1A5/CAV2/CAV1/EFNB3/CBL/NECTIN1/CD81/SELPLG/DAO/GAPDH/FRK/TRIM38/EXOC2/HAVCR1/HRG/CD86/TUSC2/PIKFYVE/POMC/ITGB6/FN1/CHMP3/TRIM62/SLAMF1/CR2/CD46/ARG1/VAMP8/VPS4B/IDE/TRIM25/CD80/ZNF639/CXCR4/PLG/WWP1/VAPB/TREM1/NUP153/CXCL6/EFNB2/ROMO1/CDHR3/ILF3/LDLR/NECTIN2/ACE2/BST2/CHMP2A/CHMP1A/TRIM21/TRIM5/SLC52A1/VPS4A/MYH10"
"GO:0007548","GO:0007548","sex differentiation",274,0.474704423925039,2.16009101350949,1e-10,7.15402298850575e-10,1.65275257108288e-10,8356,"tags=58%, list=35%, signal=38%","FKBP4/HOXA11/SOX8/PKD1/CSDE1/ERCC1/MAMLD1/BAK1/ARID4A/CTNNA1/KITLG/ARID4B/PTPRN/FOXC1/MSH4/YBX3/DMRT3/ASB1/ASPM/ZFY/FGF10/TP63/HOXA9/ADCYAP1R1/AFP/LRP2/PGR/NCOA1/ATRX/ABCB1/BAX/MMP2/TFAP2C/TESC/ESR1/TYRO3/TGFB2/MSH2/SIRT1/CRKL/PATZ1/DMC1/BIK/SIX4/REC8/HNF4A/GATA1/PCYT1B/CENPI/FNDC3A/FGF9/SALL1/SFRP1/ADAM2/LHB/AMH/RETN/LFNG/HOXA13/CASP2/TGFBR1/GATA3/PLEKHA1/BMPR1A/FGF8/CCND1/CBL/NUP107/ATN1/FANCE/BMP5/VEGFA/SMAD5/UBE3A/WNT5A/WDR48/EIF2B4/DHCR24/BCAS2/NR5A2/TCF21/FOXO3/EIF2B2/TEX11/RDH10/KIF18A/ACVR2A/INHBA/CNTFR/PRDX4/MMP19/TNFAIP6/INHA/MEA1/EREG/SOX9/MKKS/TBC1D20/EIF2S2/STAT5A/DACH2/KDR/VGF/SOX15/DNAAF11/BCL2L2/SAFB2/TAF4/RARA/H3-3B/NASP/RXFP2/HSD17B4/ADAM20/WNT2B/FST/AGO4/PDGFRA/TBX3/CGA/AMHR2/RAC1/NKX2-1/BRIP1/GATA4/NR5A1/RNF38/DMRT1/FOXF2/STRA6/CYP19A1/LHCGR/SIX3/RBP4/IDH1/BMPR1B/CDKL2/DHH/BRCA2/ADAM21/SCAPER/GATA6/GREB1L/SMAD4/DMRTC2/SOD1/DMRTA2/LHX9/ADAM15/RAB13/NUP210L/REN/OSR1/CNOT9/TMF1/SLIT2/EIF2B5/SFRP2/SRD5A1/LHFPL2"
"GO:0031023","GO:0031023","microtubule organizing center organization",162,0.503176631002103,2.15976273619173,1e-10,7.15402298850575e-10,1.65275257108288e-10,6191,"tags=40%, list=26%, signal=30%","MARK4/PAFAH1B1/CDK11A/CEP68/BRCA1/CNTLN/SDCCAG8/PPP1R12A/CROCC/FBXW11/NDE1/CLASP1/TUBE1/WDR62/USP33/PCM1/DNM2/NDC80/XPO1/CHMP2B/CHMP5/AURKA/NSFL1C/HAUS4/SIRT1/RANBP1/NIN/KIF3B/CHMP4B/CEP76/CEP192/PARD6A/NUBP1/CCP110/CEP152/STK3/ARHGEF10/CCDC61/TRIM37/KAT2A/CHORDC1/MDM1/CEP72/KAT2B/CHMP3/ALMS1/GADD45A/SSX2IP/NEK2/PKD2/VPS4B/CDK2/STIL/PARD6B/KIF25/CEP250/XRCC3/UXT/FOXJ1/SGO1/CEP85/CHMP2A/CHMP1A/HAUS8/KIF3A"
"GO:0051321","GO:0051321","meiotic cell cycle",283,0.471961274654271,2.15727114279802,1e-10,7.15402298850575e-10,1.65275257108288e-10,7281,"tags=43%, list=31%, signal=30%","CYP26B1/CDC27/NCAPD2/MRE11/UBR2/NCAPH2/TUBG2/NSUN2/YTHDC2/RAD51/ANAPC4/MSH4/NDC1/FOXJ2/ASPM/STAG3/SIRT2/TRIP13/SMC1A/CHFR/MOV10L1/RBM7/MLH1/TOP2B/FKBP6/SMC1B/EDN1/ZCWPW1/DUSP13B/NDC80/ATRX/RAD54L/ZW10/AURKA/ANAPC5/DAZL/CDC23/TDRD1/DMC1/SUN2/MYH9/CCNB1IP1/REC8/CDC25B/RBBP8/STAG2/NBN/AURKC/CCNE1/FZR1/PPP2R1A/LFNG/SPIN1/SMC3/RAD51C/ANAPC15/RAD51AP1/FBXO5/SLC26A8/TTK/RAD1/RAD50/PPP2CA/SMC4/WNT5A/ACTR3/ORC4/MSH6/CDC20/NEK2/ZNF541/UBE2B/MLH3/DUSP1/MSX2/TEX11/MASTL/TEX14/NCAPH/MND1/KIF18A/TAF1L/ZWINT/CDK2/CKS2/KLHDC3/EREG/PIWIL1/STK35/TUBGCP3/HSPA2/PKMYT1/TUBGCP6/LIF/ANAPC13/SGO1/CDC16/TUBGCP2/TUBG1/PSMC3IP/TOP2A/BRME1/RPA1/FIGNL1/TESMIN/CCNA1/TEX15/SPIRE1/PIWIL4/AGO4/ESPL1/HUS1/BRIP1/C9orf78/SMC2/SLC2A8/DMRT1/NUMA1/KNL1/TUBGCP4/BRDT/ACTR2"
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport",188,0.49821104487646,2.15576444507227,1e-10,7.15402298850575e-10,1.65275257108288e-10,4149,"tags=32%, list=17%, signal=27%","CFTR/ABCC8/CX3CL1/CD4/ISL1/CNTN1/FHL1/BAK1/CASR/PRSS8/KCNQ1/KCNH2/PKP2/VMP1/ATP2C2/MYLK/GAL/ATP1B3/CAMK2A/ATP2B1/TACR2/SRI/DLG1/ACTN2/EDN1/ADCYAP1R1/OPRK1/P2RX5/BAX/TESC/P2RX7/NOS1/FXYD5/FXYD3/HEPH/CAPN3/TREM2/ABL1/TSPO/PDGFB/BDKRB1/NTSR1/CEMIP/TRPA1/KCNN4/SCN1B/CAV1/CREB3/CXCL12/PPP3CB/P2RX1/SLC6A4/CCL2/WFS1/STIM2/P2RX3/IFNG/GRM6/PDGFRB/FGF12"
"GO:0007369","GO:0007369","gastrulation",194,0.491109483156597,2.15458589637914,1e-10,7.15402298850575e-10,1.65275257108288e-10,5622,"tags=42%, list=24%, signal=32%","DVL2/HOXA11/ITGA3/PAF1/CUL3/LAMA3/FOXC1/WNK1/COL11A1/NCKAP1/EYA2/FGFR2/PRKACA/CLASP1/WNT8B/PAX2/FGFR1/ITGA8/ITGB5/WNT11/MMP2/KIF16B/LAMB1/DLD/HIRA/MYH9/EP300/MMP9/HNF4A/BMP7/ARFRP1/SUPT20H/MMP15/AXIN1/FOXF1/EYA1/SFRP1/GPI/MEGF8/ETV2/DVL1/BMPR1A/FGF8/DKK1/WNT3/PRKAR1A/VTN/UGDH/WNT5B/NANOG/COL12A1/SRF/HAND1/MACROH2A1/NPHP3/WNT5A/COL7A1/ACVR2B/EPB41L5/ACVR1/ITGA4/TLX2/FN1/WLS/ZBTB17/SYF2/MMP8/APOA1/TGIF2/NR4A3/DUSP1/DUSP4/RNF2/ACVR2A/INHBA/SNAI1/BMP4/FOXA2/MKKS/AMOT/AHDC1"
"GO:0006486","GO:0006486","protein glycosylation",185,0.49585925611405,2.15447051582657,1e-10,7.15402298850575e-10,1.65275257108288e-10,7065,"tags=43%, list=30%, signal=31%","DPM1/ST3GAL1/POMT2/EXTL3/B4GALT7/ALG1/FUT8/ST3GAL6/ARFGEF1/ST6GALNAC1/ST6GALNAC2/MGAT4A/ST6GAL1/PSEN1/POMGNT1/B4GALT1/ALG9/ALG6/CCDC134/GALNT16/TRIP11/POFUT1/ST8SIA5/MAGT1/UGGT2/NAGPA/LMF1/TUSC3/C1GALT1/FKTN/ABCA2/CWH43/GALNT7/B3GAT1/ST3GAL4/GALNT18/ST8SIA1/GCNT2/MAN1A1/B3GAT2/MAN2A1/ST8SIA4/GALNT3/ST3GAL5/TMEM59/EDEM3/ST6GALNAC5/B4GALT2/MAN1C1/DHDDS/A4GNT/B4GALT6/RXYLT1/RPN2/GALNT12/ALG2/ALG5/SERP1/B4GALT4/GCNT7/TMTC4/ST3GAL3/SRD5A3/MGAT3/DAD1/GALNT8/POMT1/GALNT15/MGAT1/RAMP1/LARGE1/TMTC1/TMEM258/POGLUT2/STT3A/COG3/GALNT5/UGGT1/ST6GALNAC4/DPM2"
"GO:0043413","GO:0043413","macromolecule glycosylation",185,0.49585925611405,2.15447051582657,1e-10,7.15402298850575e-10,1.65275257108288e-10,7065,"tags=43%, list=30%, signal=31%","DPM1/ST3GAL1/POMT2/EXTL3/B4GALT7/ALG1/FUT8/ST3GAL6/ARFGEF1/ST6GALNAC1/ST6GALNAC2/MGAT4A/ST6GAL1/PSEN1/POMGNT1/B4GALT1/ALG9/ALG6/CCDC134/GALNT16/TRIP11/POFUT1/ST8SIA5/MAGT1/UGGT2/NAGPA/LMF1/TUSC3/C1GALT1/FKTN/ABCA2/CWH43/GALNT7/B3GAT1/ST3GAL4/GALNT18/ST8SIA1/GCNT2/MAN1A1/B3GAT2/MAN2A1/ST8SIA4/GALNT3/ST3GAL5/TMEM59/EDEM3/ST6GALNAC5/B4GALT2/MAN1C1/DHDDS/A4GNT/B4GALT6/RXYLT1/RPN2/GALNT12/ALG2/ALG5/SERP1/B4GALT4/GCNT7/TMTC4/ST3GAL3/SRD5A3/MGAT3/DAD1/GALNT8/POMT1/GALNT15/MGAT1/RAMP1/LARGE1/TMTC1/TMEM258/POGLUT2/STT3A/COG3/GALNT5/UGGT1/ST6GALNAC4/DPM2"
"GO:0006633","GO:0006633","fatty acid biosynthetic process",168,0.500959422565932,2.15431757629757,1e-10,7.15402298850575e-10,1.65275257108288e-10,6300,"tags=46%, list=26%, signal=34%","NDUFAB1/PDK4/ACSM3/MLXIPL/BRCA1/ELOVL5/ALOX5/CD74/NR1H3/TBXAS1/ELOVL1/ACSM2B/ACSL4/SIRT2/PLA2G10/ACADVL/PTGS2/MGLL/HACD3/ACACB/EDN1/CEACAM1/PIBF1/GSTP1/PTGS1/SIRT1/ACOT7/SCD/TECR/PLA2G3/CYP2D6/XBP1/MCAT/TRIB3/ACOT8/LIPG/ABCD1/FA2H/MLYCD/ACSBG1/PRKAG2/PTGDS/ERLIN1/ALOX12/APOA5/APOC3/PTGES3/PRKAB1/QKI/EHHADH/KAT2B/SCAP/ACADL/PECR/PRKAG3/SCP2/MECR/PLA2G4A/ABCD3/ELOVL4/ELOVL3/LIAS/PLP1/LPGAT1/PTGIS/IL1B/INSIG2/EDN2/UBR4/APOC1/ACSBG2/CYP2E1/ACSS2/NR1H2/ACLY/PRKAB2/PRKAA1"
"GO:0021537","GO:0021537","telencephalon development",283,0.470288137214221,2.14962345788998,1e-10,7.15402298850575e-10,1.65275257108288e-10,7496,"tags=52%, list=31%, signal=36%","KDM1A/ARX/PAFAH1B1/PAX6/POMT2/FYN/TACC3/ATP1A2/DNAH5/PHLPP2/RTN4R/WDR37/SYNE2/ATP2B4/CDON/ASPM/KIF26A/RHOA/SCT/CSNK2A2/PALS1/NDE1/XRCC1/SEMA3A/WDR62/XAB2/RARB/TP73/PSEN1/GSK3B/NCOA1/WDR47/ATG16L1/POMGNT1/BAX/TFAP2C/XRN2/KDM2B/LHX5/LAMB1/CRTAC1/EFHC1/EFNA2/CRKL/SUN2/NIN/HIF1A/SLC8A3/SLC32A1/SALL1/RPGRIP1L/HERC1/BLOC1S6/NUMBL/PTPRS/CDK6/DLX5/OGDH/EZH2/GLI3/LHX2/FKTN/LHX6/CXCL12/FGF8/ZMIZ1/KAT2A/EZH1/PPP1R9B/YWHAE/SLC1A2/MDK/CORO1C/KCNA1/C12orf57/RFX4/PHACTR1/MDGA1/NR2E1/SRF/RNF7/WNT5A/HES1/FXR1/FOXP1/RTN4/ID2/DLX2/TNR/HDAC1/UCHL5/SLC2A1/PROX1/KIF14/FILIP1/NR4A3/NPY/INHBA/BBS2/BMP4/MBOAT7/BMP2/MKKS/AVPR2/BCL11B/FOXP2/SMO/FEZF1/KCNC1/ATP1B2/FXR2/FGF13/NSUN5/ZSWIM6/PLXNA3/RARA/RAN/KDM6B/VPS13B/BTBD3/BCAN/MYH10/EPHB2/LARGE1/NUMB/SLC38A2/NARS1/AGTPBP1/AKIRIN2/EMX1/RAC1/NKX2-1/TRA2B/TBR1/DAB2IP/TMEM14B/TUBB2A/TUBB2B/ATAT1/MGARP/SIX3/TACC2/ATIC/SEMA7A/LEF1/PEX5/PIANP/ASCL1"
"GO:0019722","GO:0019722","calcium-mediated signaling",236,0.475286886469658,2.14345275639684,1e-10,7.15402298850575e-10,1.65275257108288e-10,6165,"tags=39%, list=26%, signal=29%","CALCR/PDK2/SELE/CD4/BTK/PTBP1/CD22/IGF1/ATP1A2/HOMER3/MCOLN3/ATP2B4/GNA15/ERBB3/INPP5A/LMCD1/PRKACA/NFATC3/TMEM38A/EDN1/MYH7B/PTPRC/GSK3B/P2RX5/ZMPSTE24/CHERP/LAT2/REM1/FKBP1A/P2RX7/NOS1/SLC9A1/MCOLN1/JPH4/TMEM38B/TREM2/ITPR3/NFATC4/SLA2/NFATC2/NFAT5/HOMER2/TRPA1/JPH1/NCALD/DMPK/GRIN2D/PPP3CB/P2RX1/PPP1R9B/BST1/P2RX3/CAMKK2/CCR6/PDGFRB/BNIP1/SELENOK/CCL20/ZAP70/POMC/FHL2/PLEK/NR5A2/GBP1/RCAN3/SLC8A2/CASQ2/PKD2/FKBP1B/TNFSF11/PPP3CC/KCNJ8/ADGRB2/CCRL2/CCR2/HPCA/CXCR4/RAMP3/ITPR2/PLCG1/OPRL1/GRIA3/CCR7/EDN2/DYRK2/ACKR4/TNNI3/HRC/TRPM4/RGN/NFATC1"
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process",170,0.497287071812953,2.14273621723371,1e-10,7.15402298850575e-10,1.65275257108288e-10,5413,"tags=39%, list=23%, signal=30%","GCLC/HFE/NUB1/UFL1/PIAS1/MAPK9/HERPUD1/HIPK2/ATXN3/SIRT2/CSNK2A2/TRIB2/CHFR/IGF2BP2/SIRT6/ARAF/UBE2K/SENP1/KEAP1/PSEN1/GSK3B/XPO1/AURKA/TF/HECTD1/WAC/HSP90AB1/SIRT1/RBX1/DESI1/TRIB3/CSNK2A1/USP14/SMAD7/PSMD10/CCDC22/MAPK3/N4BP1/AXIN1/STUB1/ELOB/SGTA/FZR1/NOP53/HAMP/GSK3A/DVL1/SUFU/FBXW7/USP5/CSNK1A1/UBE3A/PDCL3/SUMO1/NFE2L2/PARK7/UCHL5/CDC20/TRIM67/RAD23B/CLU/PTK2B/GIPC1/CDK2/USP9X/WNT1"
